town,county,acs_population,future_livability_score,investor_opportunity_score,essential_needs_score,median_household_income,pct_below_poverty,pct_zero_vehicle_households,pct_65_plus,pct_with_disability,future_lane,missing_needs
Madison,Somerset,4782,49.28,46.3,60.63,61747.0,15.0,4.45,25.07,26.47,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination"
Harrington,Washington,917,49.19,39.91,60.41,64861.0,13.69,5.06,31.95,24.3,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Abbot,Piscataquis,584,49.06,36.34,58.49,58542.0,16.44,6.19,16.27,16.95,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Wilton,Franklin,3862,49.05,46.59,61.02,63396.0,14.55,5.5,26.95,25.92,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination"
Gilead,Oxford,187,49.02,32.97,55.82,42344.0,10.81,1.85,40.64,19.25,"senior services, healthcare access, downsizing housing, and home-care businesses","age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
North Penobscot UT,Penobscot,518,49.01,39.75,60.92,69800.0,21.62,0.0,29.15,11.58,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; regional shared services and connectivity to larger service hubs"
Lowell,Penobscot,378,48.92,32.05,58.39,50833.0,10.85,5.73,31.22,26.19,"senior services, healthcare access, downsizing housing, and home-care businesses","age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Washburn,Aroostook,1355,48.92,38.09,60.07,56196.0,12.74,7.92,23.99,25.93,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Starks,Somerset,556,48.56,37.8,61.27,63500.0,19.24,3.2,20.32,20.14,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Pembroke,Washington,801,48.5,39.8,60.34,60132.0,13.48,5.8,32.46,22.97,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Frenchville,Aroostook,971,48.28,38.92,59.51,55461.0,18.62,0.95,28.42,15.45,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Presque Isle,Aroostook,8736,48.22,53.21,61.85,55768.0,15.47,9.88,22.56,19.79,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
East Central Penobscot UT,Penobscot,307,48.2,30.26,56.77,37305.0,13.68,0.0,23.45,28.01,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Easton,Aroostook,1433,48.2,38.45,60.3,53309.0,15.07,9.58,25.75,14.45,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Andover,Oxford,679,48.16,38.24,58.96,49922.0,16.05,2.68,27.1,19.59,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
New Sweden,Aroostook,494,48.11,32.56,60.17,58333.0,15.99,2.45,30.77,21.86,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Passadumkeag,Penobscot,384,48.08,31.62,60.12,55417.0,16.67,3.59,25.52,20.63,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Westfield,Aroostook,389,47.85,31.69,59.59,52917.0,13.88,0.0,27.25,34.19,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Harrison,Cumberland,2513,47.82,46.63,60.3,56938.0,19.1,0.39,29.81,16.67,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Stonington,Hancock,840,47.79,40.97,60.83,60223.0,10.83,6.11,38.45,28.81,"senior services, healthcare access, downsizing housing, and home-care businesses","age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Beaver Cove,Piscataquis,394,47.57,37.21,63.37,98185.0,17.51,0.0,70.05,19.54,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Waltham,Hancock,346,47.56,33.62,62.48,71071.0,19.65,0.0,32.95,20.81,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Norridgewock,Somerset,3288,47.31,46.31,62.08,61579.0,20.87,1.15,24.97,18.43,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination"
Bangor,Penobscot,31938,47.29,61.23,66.93,59942.0,17.87,14.79,19.89,20.68,"urban infill, car-light rentals, local services, and workforce mobility","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; dense mixed-use housing and frequent local mobility options"
Newport,Penobscot,3143,47.23,46.11,63.28,60365.0,12.57,13.91,24.85,24.63,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination"
Milo,Piscataquis,2165,47.21,43.96,61.29,56875.0,16.35,5.91,18.24,25.82,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Eagle Lake,Aroostook,570,47.09,41.27,61.81,60208.0,11.39,10.33,39.47,21.09,"senior services, healthcare access, downsizing housing, and home-care businesses","reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Houlton,Aroostook,6056,46.96,53.47,63.34,61058.0,18.13,7.09,24.37,20.27,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination"
Eastbrook,Hancock,742,46.44,39.5,63.94,69018.0,21.16,1.22,25.47,23.18,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Troy,Waldo,984,46.42,38.3,59.82,44583.0,17.82,1.84,27.03,18.29,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Reed,Aroostook,105,46.37,30.71,59.82,37250.0,9.52,12.73,24.76,25.71,"affordable housing, mobility services, clinics, and workforce support","reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Albion,Kennebec,2204,46.32,46.6,63.43,62361.0,18.39,5.12,26.81,22.01,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination"
Skowhegan,Somerset,8653,46.3,53.77,62.84,49485.0,14.17,11.98,25.39,21.33,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Cooper,Washington,157,46.22,31.13,60.7,48750.0,20.38,0.0,22.93,19.11,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Hartland,Somerset,1602,46.19,44.09,60.79,46141.0,16.03,1.44,21.79,31.79,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Kingfield,Franklin,820,46.14,38.78,61.18,47750.0,15.61,8.43,28.41,16.1,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Brooks,Waldo,1208,46.02,37.28,62.08,59130.0,19.06,5.0,16.97,22.1,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Garland,Penobscot,823,45.9,38.07,61.73,51094.0,19.27,2.22,23.21,21.63,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Caribou,Aroostook,7382,45.88,54.29,63.68,53709.0,15.5,11.86,27.31,18.67,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Danforth,Washington,666,45.88,38.25,61.14,48125.0,13.87,1.75,26.13,36.64,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Unity,Waldo,1858,45.83,42.67,61.18,62857.0,17.3,11.15,11.84,16.09,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination"
Moscow,Somerset,865,45.82,37.86,60.6,45526.0,20.69,0.0,23.7,17.23,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Lagrange,Penobscot,709,45.71,37.48,63.02,58417.0,18.39,7.32,18.19,22.0,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Jackman,Somerset,695,45.62,36.81,59.63,33625.0,11.94,6.73,22.73,30.36,"rural resilience, regional service hubs, trades, broadband, and small-scale housing","accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Coplin,Franklin,51,45.44,30.94,63.52,51875.0,17.65,16.0,19.61,7.84,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Blanchard UT,Piscataquis,81,45.39,34.96,57.78,51375.0,11.11,0.0,72.84,22.22,"senior services, healthcare access, downsizing housing, and home-care businesses","age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Wales,Androscoggin,1924,45.33,43.61,62.74,77004.0,25.28,1.81,10.97,14.86,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support"
Brownville,Piscataquis,983,45.11,40.01,65.23,64063.0,18.31,10.4,28.08,16.89,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Deer Isle,Hancock,2470,45.06,46.53,65.1,62284.0,19.15,7.32,24.78,22.0,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination"
Topsfield,Washington,214,44.62,34.57,61.45,48125.0,13.08,4.92,44.86,21.5,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Grand Lake Stream,Washington,169,44.61,35.74,60.93,61875.0,14.2,6.78,63.91,8.88,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; regional shared services and connectivity to larger service hubs"
Drew UT,Penobscot,33,44.53,31.37,65.3,77813.0,27.27,0.0,15.15,24.24,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Amity,Aroostook,395,44.36,32.9,66.8,65000.0,15.19,16.18,26.84,21.77,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Farmington,Franklin,8157,44.36,53.41,66.5,54276.0,15.42,18.36,20.74,19.73,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Milbridge,Washington,1222,44.25,40.36,65.24,60536.0,18.43,8.21,30.2,19.47,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Monhegan,Lincoln,120,44.18,27.74,56.5,0.0,1.67,53.06,16.67,5.0,"affordable housing, mobility services, clinics, and workforce support","reliable non-car transportation, local services, and car-light housing; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Oakfield,Aroostook,629,44.15,40.29,62.97,46378.0,9.22,11.6,36.25,31.8,"senior services, healthcare access, downsizing housing, and home-care businesses","reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
New Vineyard,Franklin,607,44.11,39.76,65.22,61806.0,22.57,3.52,27.02,17.13,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Lewiston,Androscoggin,38324,44.0,63.34,69.89,55393.0,20.04,17.21,18.35,19.51,"urban infill, car-light rentals, local services, and workforce mobility","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; dense mixed-use housing and frequent local mobility options"
Portage Lake,Aroostook,374,43.95,35.8,61.97,60000.0,12.03,0.52,55.88,32.09,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Unity UT,Kennebec,36,43.87,31.14,55.52,0.0,0.0,14.29,38.89,30.56,"senior services, healthcare access, downsizing housing, and home-care businesses","reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
St. John,Aroostook,180,43.72,34.01,64.19,51875.0,11.67,12.9,38.89,23.33,"senior services, healthcare access, downsizing housing, and home-care businesses","reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Augusta,Kennebec,19077,43.68,57.02,66.96,47979.0,18.22,13.58,21.51,20.98,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; dense mixed-use housing and frequent local mobility options"
Lincoln,Penobscot,4890,43.58,48.64,65.63,56089.0,16.51,8.86,32.09,24.61,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Penobscot Indian Island Reservation,Penobscot,470,43.57,31.83,64.38,48750.0,13.75,8.82,25.11,34.37,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Crystal,Aroostook,247,43.54,35.35,62.01,48125.0,14.69,1.6,48.99,21.86,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Boothbay Harbor,Lincoln,2096,43.53,51.44,65.1,62800.0,16.14,4.27,47.04,23.3,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination"
Calais,Washington,3097,43.38,47.06,67.13,64096.0,21.39,5.7,24.09,25.02,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination"
Vanceboro,Washington,122,43.35,31.54,54.81,0.0,10.66,4.05,40.16,12.3,"senior services, healthcare access, downsizing housing, and home-care businesses","age-friendly housing, home care, clinics, and senior transportation; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Madawaska,Aroostook,3853,43.22,47.78,67.22,56818.0,13.0,19.15,28.78,23.26,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Northwest Piscataquis UT,Piscataquis,259,42.81,29.5,56.1,0.0,13.9,1.87,25.87,19.69,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Guilford,Piscataquis,1096,42.8,40.11,65.84,53173.0,14.87,11.17,30.47,27.25,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Central Hancock UT,Hancock,153,42.79,32.36,63.82,44000.0,17.65,7.35,29.41,19.61,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Belfast,Waldo,6986,42.72,58.94,69.01,67679.0,16.05,16.5,39.06,17.49,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination"
Alton,Penobscot,819,42.71,39.21,67.52,62955.0,24.31,6.53,21.73,16.48,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Pleasant Ridge,Somerset,87,42.71,36.7,65.17,78000.0,13.79,0.0,63.22,37.93,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Island Falls,Aroostook,768,42.67,39.52,65.94,56328.0,20.71,3.45,26.3,26.34,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Willimantic,Piscataquis,200,42.66,32.88,67.09,63472.0,32.5,3.9,25.5,15.5,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; regional shared services and connectivity to larger service hubs"
Orono,Penobscot,11902,42.63,52.58,64.89,61528.0,24.88,7.16,11.43,11.42,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support"
Limestone,Aroostook,1579,42.54,45.2,66.27,49938.0,16.37,12.37,21.72,27.13,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Old Town,Penobscot,7470,42.5,52.12,65.64,51585.0,21.33,10.06,16.85,16.36,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
New Limerick,Aroostook,372,42.36,34.09,65.58,53810.0,15.59,7.78,37.1,26.34,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Weston,Aroostook,275,42.34,32.02,66.92,58942.0,19.62,2.29,21.82,38.55,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Swanville,Waldo,1195,42.3,38.35,65.87,51935.0,22.96,2.08,20.25,25.36,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Brighton,Somerset,98,42.19,33.24,69.08,73750.0,37.76,0.0,24.49,30.61,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Lee,Penobscot,925,41.99,38.98,66.12,49886.0,19.49,8.01,24.54,23.06,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Milton UT,Oxford,166,41.84,32.13,66.02,53393.0,30.12,0.0,23.49,21.08,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Charlotte,Washington,377,41.76,32.66,69.38,67813.0,22.81,6.71,21.75,27.32,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Lubec,Washington,1346,41.66,42.32,66.41,52375.0,14.69,13.21,41.23,18.5,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Mexico,Oxford,2782,41.6,45.96,68.5,55727.0,19.73,13.2,20.35,22.61,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Smyrna,Aroostook,380,41.49,29.92,65.21,57750.0,15.79,21.54,10.79,14.47,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Southeast Piscataquis UT,Piscataquis,437,41.41,33.29,67.08,57917.0,24.49,1.53,28.83,19.68,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Aurora,Hancock,132,41.08,29.93,57.65,0.0,15.15,0.0,27.27,23.48,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
